,coal,oil,lignite,gas
2021-06-07,12.099255583126551,41.71978082062259,10.782159442208126,26.489999771118164
2021-06-08,12.070719602977668,41.71978082062259,10.756729820882164,27.799999237060547
2021-06-09,12.3560794044665,41.71978082062259,11.011026034141787,28.299999237060547
2021-06-10,12.555831265508685,41.71978082062259,11.189033383423526,28.684999465942383
2021-06-11,12.555831265508685,41.71978082062259,11.189033383423526,27.844999313354492
2021-06-12,12.555831265508685,41.71978082062259,11.189033383423526,27.844999313354492
2021-06-13,12.555831265508685,41.71978082062259,11.189033383423526,27.844999313354492
2021-06-14,12.44168734491315,42.45540536969322,11.087314898119676,28.809999465942383
2021-06-15,12.327543424317618,42.45540536969322,10.985596412815827,28.135000228881836
2021-06-16,12.327543424317618,42.45540536969322,10.985596412815827,28.030000686645508
2021-06-17,12.30471464019851,42.45540536969322,10.965252715755055,28.309999465942383
2021-06-18,12.299007444168735,42.45540536969322,10.960166791489865,29.405000686645508
2021-06-19,12.299007444168735,42.45540536969322,10.960166791489865,29.405000686645508
2021-06-20,12.299007444168735,42.45540536969322,10.960166791489865,29.405000686645508
2021-06-21,12.213399503722083,42.53390569297749,10.883877927511975,29.614999771118164
2021-06-22,12.241935483870968,42.53390569297749,10.909307548837939,30.735000610351562
2021-06-23,12.327543424317618,42.53390569297749,10.985596412815827,31.545000076293945
2021-06-24,12.3560794044665,42.53390569297749,11.011026034141787,32.01499938964844
2021-06-25,12.384615384615385,42.53390569297749,11.036455655467751,32.3849983215332
2021-06-26,12.384615384615385,42.53390569297749,11.036455655467751,32.3849983215332
2021-06-27,12.384615384615385,42.53390569297749,11.036455655467751,32.3849983215332
2021-06-28,12.915384615384616,43.64745998059112,11.509446612130656,32.28900146484375
2021-06-29,13.13225806451613,43.64745998059112,11.702711734207972,33.486000061035156
2021-06-30,13.78287841191067,43.64745998059112,12.282507100439917,34.62200164794922
2021-07-01,13.954094292803969,43.64745998059112,12.435084828395691,36.143001556396484
2021-07-02,14.10818858560794,43.64745998059112,12.57240478355589,35.82699966430664
2021-07-03,14.10818858560794,43.64745998059112,12.57240478355589,35.82699966430664
2021-07-04,14.10818858560794,43.64745998059112,12.57240478355589,35.82699966430664
2021-07-05,14.524813895781637,44.70386091759085,12.943677254914943,35.82699966430664
2021-07-06,14.131017369727047,44.70386091759085,12.59274848061666,34.10499954223633
2021-07-07,14.228039702233252,44.70386091759085,12.679209193124933,32.3380012512207
2021-07-08,14.325062034739455,44.70386091759085,12.765669905633207,33.3120002746582
2021-07-09,14.473449131513647,44.70386091759085,12.897903936528209,36.63199996948242
2021-07-10,14.473449131513647,44.70386091759085,12.897903936528209,36.63199996948242
2021-07-11,14.473449131513647,44.70386091759085,12.897903936528209,36.63199996948242
2021-07-12,14.456327543424319,44.96059207417158,12.882646163732634,34.64899826049805
2021-07-13,14.96426799007444,44.96059207417158,13.335293423334765,35.4630012512207
2021-07-14,15.038461538461538,44.96059207417158,13.40141043878227,34.775001525878906
2021-07-15,15.066997518610423,44.96059207417158,13.426840060108233,33.797000885009766
2021-07-16,15.135483870967741,44.96059207417158,13.487871151290541,34.84199905395508
2021-07-17,15.135483870967741,44.96059207417158,13.487871151290541,34.84199905395508
2021-07-18,15.135483870967741,44.96059207417158,13.487871151290541,34.84199905395508
2021-07-19,15.192555831265507,45.91594085478808,13.538730393942465,35.64899826049805
2021-07-20,15.078411910669974,45.91594085478808,13.437011908638617,35.165000915527344
2021-07-21,15.135483870967741,45.91594085478808,13.487871151290541,35.94900131225586
2021-07-22,15.05558312655087,45.91594085478808,13.416668211577848,36.12900161743164
2021-07-23,15.101240694789084,45.91594085478808,13.457355605699389,35.52299880981445
2021-07-24,15.101240694789084,45.91594085478808,13.457355605699389,35.52299880981445
2021-07-25,15.101240694789084,45.91594085478808,13.457355605699389,35.52299880981445
2021-07-26,15.078411910669974,44.84554535234913,13.437011908638617,36.91400146484375
2021-07-27,15.135483870967741,44.84554535234913,13.487871151290541,37.59000015258789
2021-07-28,15.169727047146402,44.84554535234913,13.518386696881697,39.698001861572266
2021-07-29,15.169727047146402,44.84554535234913,13.518386696881697,41.15399932861328
2021-07-30,15.169727047146402,44.84554535234913,13.518386696881697,40.75600051879883
2021-07-31,15.169727047146402,44.84554535234913,13.518386696881697,40.75600051879883
2021-08-01,15.169727047146402,44.84554535234913,13.518386696881697,40.75600051879883
2021-08-02,15.94590570719603,45.03713868809951,14.21007239694788,42.15299987792969
2021-08-03,15.985856079404465,45.03713868809951,14.245673866804225,41.24300003051758
2021-08-04,16.105707196029776,45.03713868809951,14.352478276373269,42.25299835205078
2021-08-05,16.22555831265509,45.03713868809951,14.459282685942314,42.89899826049805
2021-08-06,16.42531017369727,45.03713868809951,14.63729003522405,43.11800003051758
2021-08-07,16.42531017369727,45.03713868809951,14.63729003522405,43.11800003051758
2021-08-08,16.42531017369727,45.03713868809951,14.63729003522405,43.11800003051758
